CODELIST_SUBMVAL,TERM_SUBMVAL,SPONSOR_NAME,SPONSOR_NAME_SENTENCE_CASE,NCI_PREFERRED_NAME,ORDER,CONCEPT_ID,CATALOGUES,DEFINITION
OBJTCAT,efficacy,Efficacy,efficacy,,1,C88183,
OBJTCAT,safety,Safety,safety,,2,C60828,
OBJTCAT,pharmacokinetics,Pharmacokinetics,pharmacokinetics,,3,C15299,
OBJTCAT,pharmacodynamics,Pharmacodynamics,pharmacodynamics,,4,C15720,
OBJTCAT,bioequivalence,Bioequivalence,bioequivalence,,5,C71763,
